,title,artist,top genre,year,tempo,energy,dnce,dB,live,val,dur,acous,spch,Pop,,,
,More Time,Pop Smoke,Pop,2021,145.396,0.581,0.628,-8.377,0.152,0.259,120.828,0.46,0.188,1,,,
,Coupe,Pop Smoke,Pop,2021,135.921,0.589,0.912,-7.476,0.0795,0.486,123.549,0.0332,0.2,1,,,
,Holiday,KSI,Hip-hop,2021,87.188,0.684,0.356,-7.347,0.101,0.347,193.733,0.152,0.0878,4,,,
,Manslaughter (feat. Rick Ross & The-Dream),Pop Smoke,Pop,2021,78.082,0.623,0.441,-7.331,0.14,0.285,249.231,0.135,0.0414,1,,,
,Genius (feat. Lil Tjay & Swae Lee),Pop Smoke,Pop,2021,143.044,0.667,0.723,-7.524,0.261,0.396,208.112,0.256,0.351,1,,,
,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",Hip-hop,2021,142.347,0.653,0.493,-5.666,0.511,0.852,121.573,0.269,0.0466,4,,,
,Sommergewitter,Pashanim,Hip-hop,2021,91.996,0.531,0.787,-10.569,0.112,0.721,138.533,0.132,0.101,4,,,
,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions",Rap,2021,141.02,0.674,0.883,-8.043,0.0678,0.73,278.085,0.21,0.357,12,,,
,Brush Em (feat. Rah Swish),Pop Smoke,Pop,2021,71.696,0.724,0.654,-6.59,0.655,0.717,150.449,0.106,0.355,1,,,
,AM,"Nio Garcia, Flow La Movie",Trap,2021,171.959,0.517,0.83,-6.416,0.0916,0.616,182.496,0.399,0.333,15,,,
,MI FAI IMPAZZIRE,"BLANCO, Sfera Ebbasta",Pop,2021,169.941,0.844,0.477,-4.87,0.137,0.203,220.235,0.00273,0.0458,4,,,
,Lost Cause,Billie Eilish,Pop,2021,75.051,0.336,0.671,-8.494,0.0577,0.518,212.496,0.705,0.241,7,,,
,Shot in the Dark,John Mayer,Pop,2021,122.008,0.556,0.741,-9.184,0.103,0.587,249.08,0.0629,0.0266,1,,,
,Wrecked,Imagine Dragons,Pop,2021,93.989,0.56,0.626,-5.82,0.109,0.229,244.005,0.148,0.0288,3,,,
,Bipolar,"Mc Davi, Mc Pedrinho, Mc Don Juan",Hip-hop,2021,124.993,0.36,0.601,-7.791,0.0882,0.335,276.48,0.586,0.0877,11,,,
,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,Pop,2021,134.997,0.707,0.792,-5.218,0.12,0.408,224.042,0.116,0.0623,5,,,
,Follow You,Imagine Dragons,Pop,2021,124.912,0.732,0.542,-5.956,0.496,0.489,175.644,0.00209,0.0521,19,,,
,We're Good,Dua Lipa,Pop,2021,134.01,0.588,0.722,-5.932,0.183,0.59,165.507,0.0319,0.0544,22,,,
,911,Sech,Trap,2021,93.02,0.71,0.816,-3.728,0.292,0.784,208.631,0.165,0.0398,23,,,
,Baila Conmigo (with Rauw Alejandro),Selena Gomez,Pop,2021,149.903,0.544,0.823,-7.132,0.0966,0.664,186.088,0.0215,0.0715,24,,,
,The Jackie (with J. Cole & Lil Tjay),Bas,Hip-hop,2021,128.012,0.474,0.784,-6.139,0.278,0.64,204.434,0.333,0.0524,1,,,
,hope ur ok,Olivia Rodrigo,Pop,2021,77.253,0.298,0.443,-12.181,0.103,0.172,209.56,0.388,0.0644,8,,,
,Faz Amor Comigo SÃ³ Hoje - Ao Vivo,"Israel & Rodolffo, Wesley SafadÃ£o",Pop,2021,164.819,0.922,0.624,-4.628,0.112,0.884,148.228,0.3,0.0439,2,,,
,Alcohol-Free,TWICE,K-Pop,2021,97.097,0.909,0.688,-1.992,0.0674,0.702,210.573,0.0474,0.0624,5,,,
,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,BIA,Trap,2021,81.026,0.463,0.893,-5.301,0.318,0.591,229.601,0.199,0.36,1,,,
,Memory,"Kane Brown, blackbear",Pop,2021,113.326,0.889,0.434,-5.684,0.273,0.845,153.338,0.395,0.0509,1,,,
,Me Fije,"Alex Rose, Rauw Alejandro",Trap,2021,172.024,0.674,0.76,-4.039,0.0977,0.735,202.307,0.396,0.0636,4,,,
,"Volta BebÃª, Volta NenÃ©m","Dj Guuga, DJ Ivis",Pop,2021,164.081,0.918,0.583,-3.612,0.0701,0.836,172.973,0.288,0.0518,13,,,
,Aloha,"Maluma, BeÃ©le, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",Pop,2021,100.004,0.712,0.807,-5.757,0.163,0.792,241.659,0.532,0.1,13,,,
,Sexo Virtual,Rauw Alejandro,Trap,2021,179.879,0.739,0.704,-3.286,0.0856,0.425,208.292,0.328,0.112,2,,,
,Wasting Time ( feat. Drake ),Brent Faiyaz,Pop,2021,89.982,0.717,0.652,-3.751,0.0906,0.377,301.304,0.0694,0.0581,1,,,
,I Don't Do Drugs (feat. Ariana Grande),Doja Cat,Pop,2021,77.014,0.615,0.683,-5.737,0.154,0.45,188.893,0.222,0.0966,2,,,
,Renegade (feat. Taylor Swift),Big Red Machine,Trap,2021,167.977,0.708,0.532,-8.121,0.107,0.586,254.467,0.435,0.0505,1,,,
,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"Tyler, The Creator",Hip-hop,2021,142.034,0.571,0.827,-7.949,0.166,0.62,146.419,0.0195,0.366,2,,,
,All Eyes On Me,Bo Burnham,Pop,2021,127.047,0.424,0.352,-10.131,0.0664,0.141,302.951,0.733,0.0394,2,,,
,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,Hip-hop,2021,150.062,0.727,0.477,-4.053,0.108,0.227,236.524,0.000866,0.286,3,,,
,Dick (feat. Doja Cat),StarBoi3,Pop,2021,125.994,0.608,0.647,-6.831,0.0584,0.474,175.238,0.13,0.42,10,,,
,Solar Power,Lorde,Pop,2021,87.971,0.47,0.735,-9.405,0.32,0.897,192.621,0.266,0.1,4,,,
,Your Power,Billie Eilish,Pop,2021,129.642,0.284,0.632,-14.025,0.233,0.208,245.897,0.932,0.0801,10,,,
,Lieben wir,Shirin David,Pop,2021,95.939,0.669,0.871,-7.62,0.0795,0.806,155.363,0.0113,0.329,1,,,
,Whoopty,CJ,Trap,2021,140.201,0.648,0.719,-7.6,0.127,0.66,123.263,0.2,0.125,37,,,
,Batom de Cereja - Ao Vivo,Israel & Rodolffo,Pop,2021,171.966,0.908,0.606,-6.201,0.19,0.798,140.942,0.556,0.0565,17,,,
,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,Pop,2021,89.99,0.795,0.646,-3.293,0.267,0.796,210.96,0.0319,0.0976,15,,,
,Reloj,"Rauw Alejandro, Anuel AA",Trap,2021,175.946,0.537,0.823,-2.639,0.123,0.615,231.595,0.176,0.209,36,,,
,malibu,sangiovanni,Pop,2021,147.897,0.736,0.733,-5.123,0.131,0.669,166.216,0.028,0.111,8,,,
,"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Bizarrap, Eladio Carrion",Hip-hop,2021,117.496,0.524,0.783,-6.455,0.271,0.839,164.896,0.241,0.0554,4,,,
,Do I Wanna Know?,Arctic Monkeys,Rock,2021,85.03,0.532,0.548,-7.596,0.217,0.405,272.394,0.186,0.0323,27,,,
,LUMBERJACK,"Tyler, The Creator",Hip-hop,2021,170.691,0.762,0.386,-6.341,0.527,0.433,138.312,0.122,0.564,2,,,
,LEMONHEAD (feat. 42 Dugg),"Tyler, The Creator",Hip-hop,2021,137.131,0.586,0.62,-6.612,0.535,0.487,130.98,0.155,0.212,1,,,
,HOT WIND BLOWS (feat. Lil Wayne),"Tyler, The Creator",Hip-hop,2021,173.456,0.75,0.371,-5.382,0.482,0.729,155.293,0.601,0.402,1,,,
,CORSO,"Tyler, The Creator",Hip-hop,2021,97.672,0.845,0.703,-4.851,0.122,0.745,146.482,0.169,0.337,1,,,
,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"Tyler, The Creator",Hip-hop,2021,140.223,0.652,0.468,-4.912,0.55,0.39,588.139,0.333,0.0722,1,,,
,SIR BAUDELAIRE (feat. DJ Drama),"Tyler, The Creator",Hip-hop,2021,127.596,0.635,0.467,-6.115,0.844,0.51,88.625,0.314,0.154,1,,,
,MASSA,"Tyler, The Creator",Hip-hop,2021,157.181,0.855,0.685,-6.724,0.301,0.46,223.719,0.329,0.438,1,,,
,RUNITUP (feat. Teezo Touchdown),"Tyler, The Creator",Hip-hop,2021,115.852,0.469,0.665,-7.778,0.219,0.142,229.565,0.565,0.13,1,,,
,MANIFESTO (feat. Domo Genesis),"Tyler, The Creator",Hip-hop,2021,92.463,0.866,0.454,-5.348,0.167,0.518,175.123,0.121,0.391,1,,,
,Get Into It (Yuh),Doja Cat,Pop,2021,91.942,0.655,0.912,-6.029,0.0894,0.793,138.293,0.315,0.162,1,,,
,WILSHIRE,"Tyler, The Creator",Hip-hop,2021,78.958,0.712,0.555,-7.446,0.182,0.555,515.865,0.0451,0.323,1,,,
,RISE! (feat. DAISY WORLD),"Tyler, The Creator",Hip-hop,2021,108.07,0.814,0.766,-3.367,0.195,0.481,203.588,0.044,0.0733,1,,,
,Naked,Doja Cat,Pop,2021,111.076,0.862,0.733,-5.736,0.131,0.536,223.56,0.374,0.197,1,,,
,Having Our Way (feat. Drake),Migos,Trap,2021,125.983,0.538,0.927,-3.917,0.0945,0.221,278.191,0.0312,0.116,3,,,
,Payday (feat. Young Thug),Doja Cat,Pop,2021,168.995,0.707,0.619,-5.791,0.13,0.558,212.947,0.0366,0.0499,1,,,
,Been Like This,Doja Cat,Pop,2021,99.008,0.531,0.678,-5.029,0.377,0.176,177.373,0.126,0.0374,1,,,
,MILLE (feat. Orietta Berti),"Fedez, Achille Lauro",Pop,2021,184.339,0.764,0.527,-4.297,0.0273,0.829,175.924,0.016,0.322,3,,,
,Poblado,"Crissin, Totoy El Frio, Natan & Shander",Pop,2021,93.005,0.809,0.813,-5.382,0.377,0.646,393.28,0.102,0.0846,6,,,
,Hecha Pa' Mi,Boza,Hip-hop,2021,100.07,0.756,0.725,-5.013,0.103,0.828,186.133,0.362,0.0572,30,,,
,working,"Tate McRae, Khalid",Pop,2021,106.974,0.435,0.783,-7.78,0.0833,0.512,210.22,0.282,0.0588,1,,,
,Petrouchka (feat. PLK),Soso Maness,Hip-hop,2021,133.888,0.802,0.624,-4.818,0.252,0.818,189.933,0.0597,0.311,3,,,
,p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,Hip-hop,2021,88.967,0.656,0.861,-7.867,0.0986,0.331,218.21,0.104,0.425,6,,,
,m y . l i f e (with 21 Savage & Morray),J. Cole,Hip-hop,2021,140.021,0.587,0.597,-7.026,0.214,0.0753,218.802,0.0622,0.137,6,,,
,Jocelyn Flores,XXXTENTACION,Rap,2021,134.021,0.391,0.872,-9.144,0.297,0.437,119.133,0.469,0.242,77,,,
,No Return (with The Kid LAROI & Lil Durk),Polo G,Trap,2021,155.057,0.645,0.479,-7.336,0.0825,0.381,168.729,0.135,0.302,2,,,
,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,Pop,2021,119.932,0.893,0.722,-3.255,0.0673,0.439,116.75,0.0441,0.0475,19,,,
,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,Hip-hop,2021,146.078,0.922,0.641,-4.457,0.0862,0.847,258.343,0.0291,0.0786,13,,,
,Anyone,Justin Bieber,Pop,2021,115.884,0.538,0.686,-8.026,0.113,0.584,190.779,0.181,0.0345,26,,,
,Just the Way You Are,Bruno Mars,Pop,2021,109.012,0.843,0.637,-5.413,0.0876,0.434,220.733,0.0151,0.0432,20,,,
,We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,Martin Garrix,Pop,2021,119.933,0.733,0.66,-4.619,0.17,0.304,217,0.248,0.0359,2,,,
,Ella No Es Tuya - Remix,"Rochy RD, Myke Towers, Nicki Nicole",Trap,2021,97.041,0.611,0.585,-4.132,0.649,0.962,218.107,0.39,0.288,19,,,
,No Role Modelz,J. Cole,Hip-hop,2021,100.45,0.521,0.692,-8.465,0.0565,0.463,292.987,0.301,0.33,6,,,
,You,"Regard, Troye Sivan, Tate McRae",Pop,2021,106.064,0.695,0.691,-5.6,0.0647,0.514,233.386,0.0592,0.0367,9,,,
,Straightenin,Migos,Trap,2021,135.976,0.629,0.847,-5.81,0.152,0.109,255.532,0.0318,0.102,3,,,
,GANG GANG (with Lil Wayne),Polo G,Trap,2021,145.05,0.563,0.752,-8.066,0.103,0.551,178.776,0.146,0.209,4,,,
,Black Hearted,Polo G,Trap,2021,168.146,0.563,0.506,-7.664,0.0856,0.153,190.509,0.0326,0.411,1,,,
,Lost,Maroon 5,Pop,2021,142.989,0.706,0.766,-6.553,0.064,0.766,172.598,0.223,0.16,1,,,
,Avalanche,Migos,Trap,2021,126.063,0.623,0.917,-8.231,0.0833,0.687,206.272,0.0985,0.135,1,,,
,My Head & My Heart,Ava Max,Pop,2021,116.001,0.934,0.614,-3.709,0.121,0.436,174.76,0.0697,0.07,18,,,
,Malibu (feat. Polo G),Migos,Trap,2021,155.038,0.719,0.831,-6.836,0.0675,0.859,248.652,0.514,0.235,1,,,
,GIRL LIKE ME,"Black Eyed Peas, Shakira",Pop,2021,124.025,0.485,0.965,-8.784,0.0655,0.312,222.523,0.0206,0.191,26,,,
,Clueless (with Pop Smoke & Fivio Foreign),Polo G,Trap,2021,140.369,0.712,0.734,-6.217,0.103,0.674,165.405,0.391,0.201,1,,,
,Modern Day,Migos,Trap,2021,134.944,0.629,0.87,-7.598,0.101,0.512,241.79,0.173,0.279,1,,,
,Tipo Gin - Ao Vivo,MC Kevin o Chris,Trap,2021,94.998,0.668,0.75,-4.49,0.338,0.786,159.147,0.78,0.061,6,,,
,Higher Power,Coldplay,Pop,2021,178.032,0.828,0.507,-6.023,0.261,0.489,211.295,0.00711,0.0449,6,,,
,SUN GOES DOWN,Lil Nas X,Pop,2021,174.065,0.636,0.551,-6.798,0.112,0.148,168.276,0.0837,0.054,4,,,
,Painting Pictures,Polo G,Trap,2021,78.43,0.466,0.522,-8.05,0.11,0.459,137.692,0.331,0.458,1,,,
,Hats Off (feat. Travis Scott),"Lil Baby, Lil Durk",Hip-hop,2021,133.997,0.65,0.596,-5.167,0.14,0.188,257.428,0.138,0.337,1,,,
,Last Train Home,John Mayer,Pop,2021,93.007,0.831,0.591,-6.612,0.0571,0.678,187.307,0.235,0.0355,1,,,
,Voice of the Heroes,"Lil Baby, Lil Durk",Hip-hop,2021,133.997,0.65,0.596,-5.167,0.14,0.188,257.428,0.138,0.337,1,,,
,0X1=LOVESONG (I Know I Love you),"TOMORROW X TOGETHER, Seori",K-Pop,2021,104.973,0.836,0.584,-4.925,0.0663,0.484,202.204,0.0558,0.079,1,,,
,a m a r i,J. Cole,Hip-hop,2021,65.988,0.713,0.725,-6.173,0.617,0.207,148.421,0.127,0.187,4,,,
,NEVER LEFT,Lil Tecca,Rap,2021,82.465,0.659,0.807,-6.92,0.309,0.438,168.727,0.0224,0.332,5,,,
,Solid (feat. Drake),"Young Stoner Life, Young Thug, Gunna",Rap,2021,125.987,0.485,0.887,-9.358,0.141,0.328,215.693,0.0392,0.2,8,,,
,CORALINE,MÃ¥neskin,Trap,2021,162.124,0.678,0.363,-4.939,0.324,0.321,300.413,0.0299,0.0995,2,,,
,Slumber Party (feat. Princess Nokia),Ashnikko,Pop,2021,105.012,0.398,0.964,-8.981,0.101,0.563,178.405,0.00151,0.0795,10,,,
,Killer (feat. Jack Harlow & Cordae) - Remix,Eminem,Hip-hop,2021,99.01,0.73,0.924,-6.125,0.113,0.848,236.666,0.0525,0.274,1,,,
,Liberdade (Quando o Grave Bate Forte),"Alok, Mc Don Juan, Dj GBR",Trap,2021,129.988,0.789,0.81,-4.032,0.104,0.432,150.462,0.0254,0.0498,7,,,
,All Girls Are The Same,Juice WRLD,Hip-hop,2021,161.989,0.529,0.671,-7.226,0.0856,0.203,165.82,0.0769,0.307,51,,,
,734,Juice WRLD,Hip-hop,2021,78.452,0.545,0.663,-3.93,0.106,0.344,196.147,0.123,0.036,1,,,
,Disco Arranhado - Funk Remix,"Malu, DJ Lucas Beat",Pop,2021,129.96,0.725,0.747,-2.564,0.0626,0.904,125.558,0.551,0.363,10,,,
,Somebody That I Used To Know,"Gotye, Kimbra",Pop,2021,129.062,0.495,0.864,-7.036,0.0992,0.72,244.973,0.591,0.037,14,,,
,Vida Louca,"Mc Poze do Rodo, Neo Beats, Mainstreet",Trap,2021,92.464,0.62,0.852,-5.79,0.101,0.744,155.676,0.359,0.227,1,,,
,i n t e r l u d e,J. Cole,Hip-hop,2021,98.962,0.574,0.77,-5.525,0.104,0.104,133.022,0.0617,0.106,3,,,
,Butter (Instrumental),BTS,K-Pop,2021,109.893,0.387,0.429,-7.486,0.142,0.41,162.147,0.000178,0.0753,1,,,
,Film out,BTS,K-Pop,2021,164.032,0.709,0.499,-6.404,0.331,0.314,214.621,0.296,0.134,5,,,
,VoilÃ ,Barbara Pravi,Trap,2021,135.379,0.337,0.447,-8.665,0.298,0.603,176.816,0.773,0.0631,1,,,
,Shy Away,Twenty One Pilots,Rock,2021,96.966,0.856,0.588,-5.242,0.238,0.635,175.044,0.000818,0.0316,5,,,
,Saturday,Twenty One Pilots,Rock,2021,113.06,0.89,0.687,-5.99,0.0436,0.854,172.232,0.00396,0.0344,1,,,
,9 5 . s o u t h,J. Cole,Hip-hop,2021,71.724,0.793,0.713,-5.277,0.727,0.203,196.946,0.271,0.397,2,,,
,Seeing Green (with Drake & Lil Wayne),Nicki Minaj,Pop,2021,74.861,0.867,0.573,-2.876,0.38,0.231,339.506,0.0853,0.168,2,,,
,Dark Side,Blind Channel,Trap,2021,98.01,0.955,0.571,-3.795,0.274,0.437,177.79,0.00254,0.105,1,,,
,SHUM,Go_A,Trap,2021,116.431,0.737,0.527,-5.34,0.105,0.499,172.675,0.05,0.0642,1,,,
,In the morning,ITZY,K-Pop,2021,140.057,0.814,0.847,-4.668,0.0948,0.711,172.359,0.0825,0.152,4,,,
,l e t . g o . m y . h a n d (with Bas & 6LACK),J. Cole,Hip-hop,2021,89.812,0.625,0.583,-8.011,0.196,0.516,266.291,0.506,0.277,2,,,
,Whatâ€™s Next,Drake,Rap,2021,129.895,0.594,0.781,-6.959,0.162,0.0628,178.154,0.0136,0.0485,12,,,
,Ramen & OJ,"Joyner Lucas, Lil Baby",Hip-hop,2021,106.196,0.571,0.597,-6.205,0.093,0.165,218.448,0.492,0.293,4,,,
,Cloud 9,Beach Bunny,Pop,2021,80.974,0.929,0.637,-3.593,0.344,0.902,147.351,0.00167,0.0491,9,,,
,Tout l'univers,Gjon's Tears,Pop,2021,123.466,0.365,0.534,-9.187,0.158,0.237,183.707,0.81,0.033,1,,,
,Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,Pop,2021,118,0.639,0.808,-7.266,0.15,0.395,144.349,0.0802,0.279,10,,,
,Mask,Dream,Pop,2021,117.904,0.749,0.636,-4.197,0.107,0.653,174.936,0.195,0.0631,1,,,
,10 Years,DaÃ°i Freyr,Pop,2021,123.038,0.621,0.798,-6.916,0.0926,0.443,166,0.0141,0.0391,1,,,
,Choker,Twenty One Pilots,Rock,2021,142.009,0.664,0.7,-8.211,0.249,0.585,223.066,0.306,0.0394,2,,,
,a p p l y i n g . p r e s s u r e,J. Cole,Hip-hop,2021,83.092,0.759,0.699,-5.302,0.312,0.404,177.337,0.0814,0.311,1,,,
,1 0 0 . m i l â€˜ (with Bas),J. Cole,Hip-hop,2021,125.092,0.647,0.711,-5.667,0.312,0.227,163.302,0.334,0.0822,1,,,
,p u n c h i n â€˜ . t h e . c l o c k,J. Cole,Hip-hop,2021,94.104,0.74,0.769,-6.579,0.171,0.692,112.579,0.197,0.378,1,,,
,t h e . c l i m b . b a c k,J. Cole,Hip-hop,2021,81.446,0.632,0.618,-6.973,0.353,0.319,306.257,0.0526,0.346,2,,,
,h u n g e r . o n . h i l l s i d e (with Bas),J. Cole,Hip-hop,2021,94.983,0.703,0.563,-5.756,0.213,0.294,238.972,0.126,0.0702,1,,,
,c l o s e,J. Cole,Hip-hop,2021,140.021,0.587,0.597,-7.026,0.214,0.0753,218.802,0.0622,0.137,1,,,
,WITHOUT YOU (with Miley Cyrus),The Kid LAROI,Hip-hop,2021,92.56,0.469,0.655,-6.257,0.0956,0.467,161.385,0.173,0.0292,3,,,
,"Snow Tha Product: Bzrp Music Sessions, Vol. 39","Bizarrap, Snow Tha Product",Hip-hop,2021,133.028,0.748,0.83,-5.362,0.0992,0.523,177.443,0.354,0.162,3,,,
,Travesuras - Remix,"Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",Trap,2021,175.996,0.788,0.739,-5.198,0.282,0.473,324.426,0.0513,0.0731,10,,,
,Bubblegum Bitch,MARINA,Pop,2021,158.024,0.856,0.495,-5.123,0.103,0.609,154.667,0.000219,0.0311,7,,,
,ExplÃ­cito,Myke Towers,Trap,2021,95.007,0.83,0.828,-3.371,0.0613,0.422,195.066,0.348,0.047,5,,,
,No Te Enamores - Remix,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",Trap,2021,100.021,0.837,0.824,-4.603,0.271,0.58,289.933,0.573,0.107,19,,,
,PROBLEMA,Daddy Yankee,Pop,2021,89.988,0.8,0.773,-3.17,0.0327,0.842,184.507,0.0613,0.0987,10,,,
,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,Pop,2021,78.953,0.744,0.72,-6.938,0.255,0.619,243.773,0.237,0.12,10,,,
,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",DJ Khaled,Hip-hop,2021,124.036,0.721,0.757,-2.906,0.647,0.364,165.366,0.00196,0.0691,2,,,
,What You Need,Don Toliver,Rap,2021,129.987,0.655,0.664,-7.327,0.17,0.13,217.609,0.059,0.0461,1,,,
,"L-Gante: Bzrp Music Sessions, Vol.38","Bizarrap, L-Gante",Hip-hop,2021,87.913,0.819,0.553,-3.083,0.0915,0.761,192.348,0.368,0.257,9,,,
,HOLIDAY,Lil Nas X,Pop,2021,151.947,0.511,0.81,-6.924,0.0832,0.837,154.998,0.12,0.164,26,,,
,At My Worst,Pink Sweat$,Pop,2021,91.921,0.415,0.813,-5.926,0.131,0.667,170.345,0.777,0.0349,28,,,
,Extasy,"187 Strassenbande, Bonez MC, Frauenarzt",Hip-hop,2021,129.964,0.739,0.863,-5.879,0.0931,0.547,174.021,0.0289,0.153,1,,,
,Fan de Tus Fotos,"Nicky Jam, Romeo Santos",Trap,2021,170.089,0.689,0.728,-5.718,0.109,0.431,197.647,0.293,0.0725,11,,,
,TapÃ£o Na Raba,RaÃ­ Saia Rodada,Pop,2021,128.048,0.796,0.808,-3.169,0.155,0.799,175.047,0.462,0.0305,12,,,
,Machu Picchu,"Camilo, Evaluna Montaner",Pop,2021,167.897,0.789,0.788,-2.39,0.226,0.867,179.005,0.397,0.124,10,,,
,Paradigmas,Jorge & Mateus,Pop,2021,157.932,0.789,0.686,-4.103,0.4,0.822,157.355,0.322,0.126,1,,,
,SugarCrash!,ElyOtto,Pop,2021,97.753,0.734,0.748,-6.499,0.0975,0.368,80.081,0.524,0.124,12,,,
,durag activity (with Travis Scott),Baby Keem,Hip-hop,2021,80.462,0.701,0.89,-5.712,0.0895,0.505,225.02,0.00306,0.342,1,,,
,love race (feat. Kellin Quinn),Machine Gun Kelly,Rap,2021,95.906,0.848,0.517,-4.054,0.214,0.429,188.779,0.00581,0.0521,1,,,
,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,Hip-hop,2021,129.06,0.444,0.877,-7.547,0.169,0.658,165.527,0.24,0.172,1,,,
,Girl From Rio,Anitta,Pop,2021,139.982,0.604,0.732,-7.472,0.219,0.732,195.429,0.0112,0.0443,1,,,
,On The Ground,ROSÃ‰,Pop,2021,188.7,0.607,0.311,-6.578,0.131,0.286,168.086,0.0174,0.11,8,,,
,Mr. Perfectly Fine (Taylorâ€™s Version) (From The Vault),Taylor Swift,Pop,2021,135.942,0.817,0.66,-6.269,0.0667,0.714,277.592,0.162,0.0521,5,,,
,Otra Noche Sin Ti,"J Balvin, Khalid",Pop,2021,94.036,0.548,0.503,-7.564,0.145,0.441,228.92,0.0751,0.164,4,,,
,Met Him Last Night (feat. Ariana Grande),Demi Lovato,Pop,2021,144.978,0.512,0.538,-4.548,0.101,0.12,204.632,0.22,0.0262,5,,,
,Back In Blood (feat. Lil Durk),Pooh Shiesty,Hip-hop,2021,146.933,0.538,0.759,-8.256,0.126,0.831,184.49,0.151,0.384,11,,,
,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,Pop,2021,120.031,0.575,0.88,-6.091,0.109,0.671,232.048,0.415,0.163,5,,,
,As I Am (feat. Khalid),Justin Bieber,Pop,2021,99.928,0.543,0.595,-8.149,0.0975,0.109,174.406,0.127,0.038,6,,,
,Come Through (feat. Chris Brown),H.E.R.,Pop,2021,135.859,0.422,0.615,-8.019,0.112,0.185,214.094,0.604,0.0504,1,,,
,Goosebumps,HVME,Rap,2021,124.917,0.593,0.841,-7.846,0.124,0.808,162.803,0.418,0.0379,24,,,
,Facas - Ao Vivo,"Diego & Victor Hugo, Bruno & Marrone",Hip-hop,2021,160.984,0.509,0.443,-5.995,0.472,0.69,196.38,0.615,0.0536,13,,,
,Train Wreck,James Arthur,Pop,2021,77.355,0.485,0.311,-5.726,0.0726,0.225,208.827,0.701,0.0365,28,,,
,Good Without,Mimi Webb,Pop,2021,89.962,0.576,0.616,-5.495,0.375,0.269,182.121,0.0723,0.0532,1,,,
,When I Was Your Man,Bruno Mars,Pop,2021,72.795,0.28,0.612,-8.648,0.088,0.387,213.827,0.932,0.0434,1,,,
,LOCATION,"KAROL G, Anuel AA, J Balvin",Pop,2021,115.977,0.758,0.772,-3.891,0.295,0.654,265.24,0.0433,0.0482,11,,,
,Stressed Out,Twenty One Pilots,Rock,2021,169.977,0.637,0.734,-5.677,0.0602,0.648,202.333,0.0462,0.141,7,,,
,Ski,"Young Stoner Life, Young Thug, Gunna",Rap,2021,123.016,0.621,0.953,-7.638,0.0398,0.883,152.333,0.017,0.221,1,,,
,Diamonds Dancing (feat. Travis Scott),"Young Stoner Life, Young Thug, Gunna",Rap,2021,74.017,0.703,0.851,-7.351,0.0895,0.596,242.6,0.00949,0.303,1,,,
,Love Story (Taylorâ€™s Version),Taylor Swift,Pop,2021,119.054,0.792,0.627,-4.311,0.0845,0.415,235.767,0.13,0.031,5,,,
,"Ele Ã‰ Ele, Eu Sou Eu","Wesley SafadÃ£o, Os BarÃµes Da Pisadinha",Pop,2021,163.946,0.763,0.758,-8.754,0.0703,0.854,155.21,0.23,0.0768,14,,,
,Quero Ver Ã© Me Esquecer (feat. Jorge) - Ao Vivo,Os BarÃµes Da Pisadinha,Pop,2021,171.977,0.932,0.593,-2.324,0.133,0.913,147.876,0.302,0.0526,1,,,
,Why'd You Only Call Me When You're High?,Arctic Monkeys,Rock,2021,92.004,0.631,0.691,-6.478,0.104,0.8,161.124,0.0483,0.0368,16,,,
,Afterglow,Ed Sheeran,Pop,2021,110.184,0.324,0.641,-5.851,0.328,0.273,185.487,0.698,0.0299,18,,,
,You Belong With Me (Taylorâ€™s Version),Taylor Swift,Pop,2021,130.033,0.773,0.632,-4.856,0.0885,0.474,231.124,0.0623,0.0346,1,,,
,Fearless (Taylorâ€™s Version),Taylor Swift,Pop,2021,100.118,0.741,0.569,-4.963,0.333,0.43,241.592,0.0122,0.0282,1,,,
